kind	letter	sup	num	dc	half	component	hip	hr	hd	source
bayer	γ			Lib			76333	5787	138905	nec
bayer	δ			Lib			73473	5586	132742	nec
bayer	ε			Lib			75379	5723	137052	nec
bayer	ζ	1		Lib			75730	5743	137744	nec
bayer	ζ	3		Lib			75944	5750	138137	nec
bayer	ζ	4		Lib			76126	5764	138485	nec
bayer	η			Lib			77060	5848	140417	nec
bayer	θ			Lib			77853	5908	142198	nec
bayer	ι	1		Lib			74392	5652	134759	nec
bayer	ι	2		Lib			74493	5656	134967	nec
bayer	κ			Lib			76880	5838	139997	nec
bayer	λ			Lib			77811	5902	142096	nec
bayer	μ			Lib			72489	5523	130559	nec
bayer	μ			Lib		A	72489	5523	130559	nec
bayer	ν			Lib			73945	5622	133774	nec
bayer	ξ	1		Lib			72934	5554	131530	nec
bayer	ξ	2		Lib			73133	5564	131918	nec
bayer	ο			Lib			75118	5703	136407	nec
bayer	σ			Lib			73714	5603	133216	nec
bayer	τ			Lib			76600	5812	139365	nec
bayer	υ			Lib			76470	5794	139063	nec
bayer	a			Lup			71500		128266	iv27a
bayer	b			Lup			72290		129893	iv27a
bayer	c			Lup			73095		131562	iv27a
bayer	d			Lup		A	76371	5781	138769	nec
bayer	e			Lup			74449		134687	iv27a
bayer	f			Lup			74857		135758	iv27a
bayer	g			Lup			76829		139664	iv27a
bayer	h			Lup			76939		139980	iv27a
bayer	i			Lup			74604		135153	iv27a
bayer	k			Lup			75501		137058	iv27a
bayer	α			Lup			71860	5469	129056	nec
bayer	β			Lup			73273	5571	132058	nec
bayer	γ			Lup			76297	5776	138690	nec
bayer	γ			Lup		A	76297	5776	138690	nec
bayer	γ			Lup		B	76297	5776	138690	nec
bayer	δ			Lup			75141	5695	136298	nec
bayer	ε			Lup			75264	5708	136504	nec
bayer	ζ			Lup			74395	5649	134505	nec
bayer	η			Lup			78384	5948	143118	nec
bayer	θ			Lup			78918	5987	144294	nec
bayer	ι			Lup			69996	5354	125238	nec
bayer	κ	1		Lup			74376	5646	134481	nec
bayer	κ	2		Lup			74380	5647	134482	nec
bayer	λ			Lup			74117	5626	133955	nec
bayer	μ	1		Lup			74911	5683	135734	nec
bayer	μ	2		Lup			74911	5683	135734	nec
bayer	ν	1		Lup			75206	5698	136351	nec
bayer	ν	2		Lup			75181	5699	136352	nec
bayer	ξ	1		Lup			78105	5925	142629	nec
bayer	ξ	2		Lup			78106	5926	142630	nec
bayer	ο			Lup			72683	5528	130807	nec
bayer	π			Lup			73807	5605	133242	nec
bayer	π			Lup		A	73807	5605	133242	nec
bayer	π			Lup		B	73807	5606	133243	nec
bayer	ρ			Lup			71536	5453	128345	nec
bayer	σ			Lup			71121	5425	127381	nec
bayer	τ	1		Lup			70574	5395	126341	nec
bayer	τ	2		Lup			70576	5396	126354	nec
bayer	υ			Lup			75439	5719	136933	nec
bayer	φ	1		Lup			75177	5705	136422	nec
bayer	φ	2		Lup			75304	5712	136664	nec
bayer	χ			Lup			77634	5883	141556	nec
bayer	ψ	1		Lup			76705	5820	139521	nec
bayer	ψ	2		Lup			76945	5839	140008	nec
bayer	ω			Lup			76552	5797	139127	nec
bayer	α			Lyn			45860	3705	80493	nec
bayer	α			Lyr			91262	7001	172167	nec
bayer	β			Lyr			92420	7106	174638	nec
bayer	β			Lyr					174639	iv27a
bayer	β			Lyr					174664	iv27a
bayer	γ			Lyr			93194	7178	176437	nec
bayer	δ	1		Lyr			92728	7131	175426	nec
bayer	δ	2		Lyr			92791	7139	175588	nec
bayer	ε	1		Lyr		A	91919	7051		nec
bayer	ε	1		Lyr		B	91919	7052	173583	nec
bayer	ε	2		Lyr		A	91926	7053	173607	nec
bayer	ε	2		Lyr		B	91926	7054	173608	nec
bayer	ζ	1		Lyr			91971	7056	173648	nec
bayer	ζ	2		Lyr			91973	7057	173649	nec
bayer	η			Lyr			94481	7298	180163	nec
bayer	θ			Lyr			94713	7314	180809	nec
bayer	ι			Lyr			93903	7262	178475	nec
bayer	κ			Lyr			89826	6872	168775	nec
bayer	λ			Lyr			93279	7192	176670	nec
bayer	μ			Lyr			90191	6903	169702	nec
bayer	ν	1		Lyr			92398	7100	174585	nec
bayer	ν	2		Lyr			92405	7102	174602	nec
bayer	α			Men			29271	2261	43834	nec
bayer	β			Men			23467	1677	33285	nec
bayer	γ			Men			25918	1953	37763	nec
bayer	δ			Men			20049	1426	28525	nec
bayer	ε			Men			36039	2919	60816	nec
bayer	ζ			Men			31897	2559	50506	nec
bayer	η			Men			22871	1629	32440	nec
bayer	θ			Men			33384	2689	54239	nec
bayer	ι			Men			26264	1991	38602	nec
bayer	κ			Men			27566	2125	40953	nec
bayer	λ			Men			27369		39810	iv27a
bayer	μ			Men			21949	1541	30612	nec
bayer	ν			Men			20297	1456	29116	nec
bayer	ξ			Men			23148	1716	34172	nec
bayer	π			Men			26394	2022	39091	nec
bayer	α			Mic			102831	7965	198232	nec
bayer	β			Mic			102989	7979	198529	nec
bayer	γ			Mic			103738	8039	199951	nec
bayer	δ			Mic			104148	8070	200718	nec
bayer	ε			Mic			105140	8135	202627	nec
bayer	ζ			Mic			103882	8048	200163	nec
bayer	η			Mic			104177	8069	200702	nec
bayer	θ	1		Mic			105382	8151	203006	nec
bayer	θ	2		Mic			105696	8180	203585	nec
bayer	ι			Mic			102693	7943	197937	nec
bayer	ν			Mic			101477	7846	195569	nec
bayer	α			Mon			37447	2970	61935	nec
bayer	β			Mon			30867	2356	45725	nec
bayer	β			Mon		A	30867	2356	45725	nec
bayer	β			Mon		B	30867	2357	45726	nec
bayer	β			Mon		C	30867	2358	45727	nec
bayer	γ			Mon			29651	2227	43232	nec
bayer	δ			Mon			34769	2714	55185	nec
bayer	ε			Mon			30419	2298	44769	nec
bayer	ε			Mon			30419	2298	44769	nec
bayer	ε			Mon			30422		44770	iv27a
bayer	ζ			Mon			39863	3188	67594	nec
bayer	α			Mus			61585	4798	109668	nec
bayer	β			Mus		A	62322	4844	110879	nec
bayer	β			Mus		B	62322	4844	110879	nec
bayer	γ			Mus			61199	4773	109026	nec
bayer	δ			Mus			63613	4923	112985	nec
bayer	ε			Mus			59929	4671	106849	nec
bayer	ζ	1		Mus			60329	4704	107567	nec
bayer	ζ	2		Mus			60320	4703	107566	nec
bayer	η			Mus			64661	4993	114911	nec
bayer	θ			Mus			64094	4952	113904	nec
bayer	ι	1		Mus			65468	5042	116244	nec
bayer	ι	2		Mus			65628		116579	iv27a
bayer	λ			Mus			57363	4520	102249	nec
bayer	μ			Mus			57581	4530	102584	nec
bayer	γ	1		Nor			79790	6058	146143	nec
bayer	γ	2		Nor			80000	6072	146686	nec
bayer	δ			Nor			78914	5980	144197	nec
bayer	ε			Nor			80582	6115	147971	nec
bayer	ζ			Nor			79497	6019	145361	nec
bayer	η			Nor			78639	5962	143546	nec
bayer	θ			Nor			79653	6045	145842	nec
bayer	ι	1		Nor			78662	5961	143474	nec
bayer	ι	2		Nor			79153	5994	144480	nec
bayer	κ			Nor			79509	6024	145397	nec
bayer	λ			Nor			79963	6071	146667	nec
bayer	μ			Nor			81122	6155	149038	nec
bayer	α			Oct			104043	8021	199532	nec
bayer	β			Oct			112405	8630	214846	nec
bayer	γ	1		Oct			117689	9032	223647	nec
bayer	γ	2		Oct			118114	9061	224362	nec
bayer	γ	3		Oct			814	30	636	nec
bayer	δ			Oct			70638	5339	124882	nec
bayer	ε			Oct			110256	8481	210967	nec
bayer	ζ			Oct			43908	3678	79837	nec
bayer	η			Oct			53702	4312	96124	nec
bayer	θ			Oct			122	9084	224889	nec
bayer	ι			Oct		A	63031	4870	111482	nec
bayer	κ			Oct			66753	5084	117374	nec
bayer	λ			Oct			107843	8280	206240	nec
bayer	λ			Oct		A	107843	8280	206240	nec
bayer	μ	1		Oct			102162	7863	196051	nec
bayer	μ	2		Oct			102125	7864	196067	nec
bayer	ν			Oct			107089	8254	205478	nec
bayer	ξ			Oct			112781	8663	215573	nec
bayer	π	1		Oct			73540	5525	130650	nec
bayer	π	2		Oct			73771	5545	131246	nec
bayer	ρ			Oct			76996	5729	137333	nec
bayer	σ			Oct			104382	7228	177482	nec
bayer	τ			Oct			115836	8862	219765	nec
bayer	υ			Oct			111196	8505	211539	nec
bayer	φ			Oct			90133	6829	167468	nec
bayer	χ			Oct			92824	6721	164461	nec
bayer	ψ			Oct			110078	8471	210853	nec
bayer	ω			Oct			74296	5557	131596	nec
bayer	A			Oph			84405		155885	iv27a
bayer	A			Oph					155886	iv27a
bayer	b			Oph			85340		157792	iv27a
bayer	c			Oph			85755		158643	iv27a
bayer	d			Oph			85423		157919	iv27a
bayer	e			Oph			84671		156681	iv27a
bayer	f			Oph			85998		159480	iv27a
bayer	p			Oph			88601		165341	iv27a
bayer	α			Oph			86032	6556	159561	nec
bayer	β			Oph			86742	6603	161096	nec
bayer	γ			Oph			87108	6629	161868	nec
bayer	δ			Oph			79593	6056	146051	nec
bayer	ε			Oph			79882	6075	146791	nec
bayer	ζ			Oph			81377	6175	149757	nec
bayer	η			Oph			84012	6378	155125	nec
bayer	η			Oph		A	84012	6378	155125	nec
bayer	η			Oph		B	84012	6378	155125	nec
bayer	θ			Oph			84970	6453	157056	nec
bayer	ι			Oph			82673	6281	152614	nec
bayer	κ			Oph			83000	6299	153210	nec
bayer	λ			Oph			80883	6149	148857	nec
bayer	λ			Oph		A	80883	6149	148857	nec
bayer	λ			Oph		B	80883	6149	148857	nec
bayer	μ			Oph			86284	6567	159975	nec
bayer	ν			Oph			88048	6698	163917	nec
bayer	ξ			Oph			84893	6445	156897	nec
bayer	ο			Oph			84625		156350	iv27a
bayer	ο	1		Oph			84626	6424	156349	nec
bayer	ρ			Oph			80473	6112	147933	nec
bayer	ρ			Oph					147934	iv27a
bayer	ρ			Oph		A	80473	6112	147933	nec
bayer	σ			Oph			85355	6498	157999	nec
bayer	τ			Oph		A	88404	6734	164765	nec
bayer	τ			Oph		B	88404	6733	164764	nec
bayer	τ	1		Oph			88404	6734	164765	nec
bayer	υ			Oph			80628	6129	148367	nec
bayer	φ			Oph			80894	6147	148786	nec
bayer	χ			Oph			80569	6118	148184	nec
bayer	ψ			Oph			80343	6104	147700	nec
bayer	ω			Oph			80975	6153	148898	nec
bayer	A			Ori			25813		36267	iv27a
bayer	b			Ori			26885		37984	iv27a
bayer	c			Ori			26237		37018	iv27a
bayer	d			Ori			26563		37507	iv27a
bayer	e			Ori			25247		35369	iv27a
bayer	f	1		Ori			29434		42545	iv27a
bayer	f	2		Ori			29704		43153	iv27a
bayer	g			Ori			22833		31283	iv27a
bayer	h			Ori			23983		33254	iv27a
bayer	i			Ori		A	23879	1664	33054	nec
bayer	k			Ori			29800		43386	iv27a
bayer	l			Ori			29850		43525	iv27a
bayer	m			Ori			25145		35148	iv27a
bayer	m			Ori			25142		35149	iv27a
bayer	n	1		Ori		A	25861	1842	36351	nec
bayer	n	2		Ori			26126		36777	iv27a
bayer	o			Ori			25044		35039	iv27a
bayer	p			Ori			25282		35410	iv27a
bayer	α			Ori			27989	2061	39801	nec
bayer	β			Ori			24436	1713	34085	nec
bayer	γ			Ori			25336	1790	35468	nec
bayer	δ			Ori					36485	iv27a
bayer	δ			Ori			25930	1852	36486	nec
bayer	ε			Ori			26311	1903	37128	nec
bayer	ζ			Ori			26727	1948	37742	nec
bayer	ζ			Ori		A	26727	1948	37742	nec
bayer	ζ			Ori		B	26727	1949	37743	nec
bayer	η			Ori			25281	1788	35411	nec
bayer	η			Ori		A	25281	1788	35411	nec
bayer	η			Ori		B	25281	1788	35411	nec
bayer	θ	1		Ori			26220		37020	iv27a
bayer	θ	1		Ori					37021	iv27a
bayer	θ	1		Ori			26224		37023	iv27a
bayer	θ	1		Ori		C	26221	1895	37022	nec
bayer	θ	2		Ori			26235	1897	37041	nec
bayer	θ	2		Ori		B	26235	1897	37042	nec
bayer	ι			Ori			26241	1899	37043	nec
bayer	κ			Ori			27366	2004	38771	nec
bayer	λ			Ori			26207	1879	36861	nec
bayer	λ			Ori		A	26207	1879	36861	nec
bayer	λ			Ori		B		1880	36862	nec
bayer	μ			Ori			28614	2124	40932	nec
bayer	ν			Ori			29038	2159	41753	nec
bayer	ξ			Ori			29426	2199	42560	nec
bayer	ο	1		Ori			22667	1556	30959	nec
bayer	ο	2		Ori			22957	1580	31421	nec
bayer	π	1		Ori			22845	1570	31295	nec
bayer	π	2		Ori			22509	1544	30739	nec
bayer	π	3		Ori			22449	1543	30652	nec
bayer	π	4		Ori			22549	1552	30836	nec
bayer	π	5		Ori			22797	1567	31237	nec
bayer	π	6		Ori			23123	1601	31767	nec
bayer	ρ			Ori			24331	1698	33856	nec
bayer	σ			Ori			26549	1931	37468	nec
bayer	σ			Ori		E		1932	37479	nec
bayer	τ			Ori			24674	1735	34503	nec
bayer	υ			Ori			25923	1855	36512	nec
bayer	φ	1		Ori			26176	1876	36822	nec
bayer	φ	2		Ori			26366	1907	37160	nec
bayer	χ	1		Ori			27913	2047	39587	nec
bayer	χ	2		Ori			28716	2135	41117	nec
bayer	ψ	1		Ori			25302	1789	35439	nec
bayer	ψ	2		Ori			25473	1811	35715	nec
bayer	ω			Ori			26594	1934	37490	nec
bayer	α			Pav			100751	7790	193924	nec
bayer	β			Pav			102395	7913	197051	nec
bayer	γ			Pav			105858	8181	203608	nec
bayer	δ			Pav			99240	7665	190248	nec
bayer	ε			Pav			98495	7590	188228	nec
bayer	ζ			Pav			91792	6982	171759	nec
bayer	η			Pav			86929	6582	160635	nec
bayer	θ			Pav			92294	7036	173168	nec
bayer	ι			Pav			89042	6761	165499	nec
bayer	κ			Pav			93015	7107	174694	nec
bayer	λ			Pav			92609	7074	173948	nec
bayer	μ	1		Pav			98478	7603	188584	nec
bayer	μ	2		Pav			98624	7612	188887	nec
bayer	ν			Pav			90797	6916	169978	nec
bayer	ν			Pav			98608	7625	189124	nec
bayer	ξ			Pav			90098	6855	168339	nec
bayer	ο			Pav			104755	8092	201371	nec
bayer	π			Pav			88866	6745	165040	nec
bayer	ρ			Pav			101773	7859	195961	nec
bayer	σ			Pav			102773	7934	197635	nec
bayer	τ			Pav			94724	7274	179009	nec
bayer	υ			Pav			102157	7881	196519	nec
bayer	φ	1		Pav			101612	7848	195627	nec
bayer	φ	2		Pav			101983	7875	196378	nec
bayer	ω			Pav			93163	7127	175329	nec
bayer	α			Peg			113963	8781	218045	nec
bayer	β			Peg			113881	8775	217906	nec
bayer	γ			Peg			1067	39	886	nec
bayer	ε			Peg			107315	8308	206778	nec
bayer	ζ			Peg			112029	8634	214923	nec
bayer	η			Peg			112158	8650	215182	nec
bayer	θ			Peg			109427	8450	210418	nec
bayer	ι			Peg			109176	8430	210027	nec
bayer	κ			Peg			107354	8315	206901	nec
bayer	λ			Peg			112440	8667	215665	nec
bayer	μ			Peg			112748	8684	216131	nec
bayer	ν			Peg			109068	8413	209747	nec
bayer	ξ			Peg			112447	8665	215648	nec
bayer	ο			Peg			112051	8641	214994	nec
bayer	π	1		Peg			109352	8449	210354	nec
bayer	π	2		Peg			109410	8454	210459	nec
bayer	ρ			Peg			113186	8717	216735	nec
bayer	σ			Peg			112935		216385	iv27a
bayer	τ			Peg			115250	8880	220061	nec
bayer	υ			Peg			115623	8905	220657	nec
bayer	φ			Peg			117718	9036	223768	nec
bayer	χ			Peg			1168	45	1013	nec
bayer	ψ			Peg			118131	9064	224427	nec
bayer	A			Per			18453		24546	iv27a
bayer	b			Per			20070		26961	iv27a
bayer	b	2		Per			20234		27192	iv27a
bayer	c			Per			19343		25940	iv27a
bayer	d			Per			20354		27396	iv27a
bayer	e			Per			21476		29094	iv27a
bayer	f			Per			19811		26673	iv27a
bayer	g			Per			9505		12303	iv27a
bayer	i			Per			11060		14489	iv27a
bayer	k			Per			14382		18970	iv27a
bayer	l			Per			15648		20677	iv27a
bayer	m			Per			21242		28704	iv27a
bayer	n			Per			17886		23848	iv27a
bayer	o			Per			17313		22951	iv27a
bayer	α			Per			15863	1017	20902	nec
bayer	β			Per			14576	936	19356	nec
bayer	γ			Per			14328	915	18925	nec
bayer	γ			Per					18926	iv27a
bayer	δ			Per			17358	1122	22928	nec
bayer	ε			Per			18532	1220	24760	nec
bayer	ζ			Per			18246	1203	24398	nec
bayer	η			Per			13268	834	17506	nec
bayer	θ			Per			12777	799	16895	nec
bayer	ι			Per			14632	937	19373	nec
bayer	κ			Per			14668	941	19476	nec
bayer	λ			Per			19167	1261	25642	nec
bayer	μ			Per			19812	1303	26630	nec
bayer	ν			Per			17529	1135	23230	nec
bayer	ξ			Per			18614	1228	24912	nec
bayer	ο			Per			17448	1131	23180	nec
bayer	π			Per			13879	879	18411	nec
bayer	ρ			Per			14354	921	19058	nec
bayer	σ			Per			16335	1052	21552	nec
bayer	τ			Per			13531	854	17878	nec
bayer	τ			Per					17879	iv27a
bayer	υ			Per			7607	464	9927	nec
bayer	φ			Per			8068	496	10516	nec
bayer	χ			Per			10729		13994	iv27a
bayer	ψ			Per			16826	1087	22192	nec
bayer	ω			Per			14817	947	19656	nec
bayer	α			Phe			2081	99	2261	nec
bayer	β			Phe			5165	322	6595	nec
bayer	β			Phe		A	5165	322	6595	nec
bayer	β			Phe		B	5165	322	6595	nec
bayer	γ			Phe			6867	429	9053	nec
bayer	δ			Phe			7083	440	9362	nec
bayer	ε			Phe			765	25	496	nec
bayer	ζ			Phe			5348	338	6882	nec
bayer	η			Phe			3405	191	4150	nec
bayer	θ			Phe			116737	8966	222287	nec
bayer	θ			Phe		A	116737	8966	222287	nec
bayer	ι			Phe			116389	8949	221760	nec
bayer	κ			Phe			2072	100	2262	nec
bayer	λ	1		Phe			2472	125	2834	nec
bayer	λ	2		Phe			2802	147	3302	nec
bayer	μ			Phe			3245	180	3919	nec
bayer	ν			Phe			5862	370	7570	nec
bayer	ξ			Phe			3277	183	3980	nec
bayer	π			Phe			118234	9069	224554	nec
bayer	ρ			Phe			3949	242	4919	nec
bayer	σ			Phe			117315	9006	223145	nec
bayer	τ			Phe			88	9081	224834	nec
bayer	υ			Phe			5300	331	6767	nec
bayer	φ			Phe			8882	558	11753	nec
bayer	χ			Phe			9459	602	12524	nec
bayer	ψ			Phe			8837	555	11695	nec
bayer	ω			Phe			4829	295	6192	nec
bayer	α			Pic			32607	2550	50241	nec
bayer	β			Pic			27321	2020	39060	nec
bayer	γ			Pic			27530	2042	39523	nec
bayer	δ			Pic			29276	2212	42933	nec
bayer	ζ			Pic			24829	1767	35072	nec
bayer	η	1		Pic			23482	1649	32743	nec
bayer	η	2		Pic			23649	1663	33042	nec
bayer	θ			Pic			25303	1818	35860	nec
bayer	ι			Pic			22531	1563	31203	nec
bayer	ι			Pic			22534	1564	31204	nec
bayer	ι			Pic		A	22531	1563	31203	nec
bayer	κ			Pic			25098	1801	35580	nec
bayer	λ			Pic			21914	1516	30185	nec
bayer	μ			Pic			31137	2412	46860	nec
bayer	ν			Pic			30342	2320	45229	nec
bayer	α			PsA			113368	8728	216956	nec
bayer	β			PsA			111188	8576	213398	nec
bayer	γ			PsA			112948	8695	216336	nec
bayer	γ			PsA		B	112948	8695	216336	nec
bayer	δ			PsA			113246	8720	216763	nec
bayer	ε			PsA			111954	8628	214748	nec
bayer	ζ			PsA			111138	8570	213296	nec
bayer	η			PsA		A	108661	8386	209014	nec
bayer	θ			PsA			107608	8326	207155	nec
bayer	ι			PsA			107380	8305	206742	nec
bayer	λ			PsA			109789	8478	210934	nec
bayer	μ			PsA			109285	8431	210049	nec
bayer	π			PsA			113860	8767	217792	nec
bayer	τ			PsA			109422	8447	210302	nec
bayer	υ			PsA			109289	8433	210066	nec
bayer	A			Psc			114273		218527	iv27a
bayer	b			Psc			115227		220009	iv27a
bayer	c			Psc			194		225003	iv27a
bayer	d			Psc			1645		1635	iv27a
bayer	e			Psc			5346		6763	iv27a
bayer	f			Psc			6061		7804	iv27a
bayer	g			Psc			5544		7034	iv27a
bayer	h			Psc			4510		5575	iv27a
bayer	i			Psc			3885		4757	iv27a
bayer	i			Psc					4758	iv27a
bayer	k			Psc			4366		5382	iv27a
bayer	l			Psc			6315		8126	iv27a
bayer	α			Psc		A	9487	596	12447	nec
bayer	α			Psc		B	9487	595	12446	nec
bayer	β			Psc			113889	8773	217891	nec
bayer	γ			Psc			114971	8852	219615	nec
bayer	δ			Psc			3786	224	4656	nec
bayer	ε			Psc			4906	294	6186	nec
bayer	ζ			Psc		A	5737	361	7344	nec
bayer	ζ			Psc		B	5743	362	7345	nec
bayer	η			Psc			7097	437	9270	nec
bayer	θ			Psc			115830	8916	220954	nec
bayer	ι			Psc			116771	8969	222368	nec
bayer	κ			Psc			115738	8911	220825	nec
bayer	λ			Psc			116928	8984	222603	nec
bayer	μ			Psc			7007	434	9138	nec
bayer	ν			Psc			7884	489	10380	nec
bayer	ξ			Psc			8833	549	11559	nec
bayer	ο			Psc			8198	510	10761	nec
bayer	π			Psc			7535	463	9919	nec
bayer	ρ			Psc			6706	413	8723	nec
bayer	σ			Psc			4889	291	6118	nec
bayer	τ			Psc			5586	352	7106	nec
bayer	υ			Psc			6193	383	7964	nec
bayer	φ			Psc			5742	360	7318	nec
bayer	χ			Psc			5571	351	7087	nec
bayer	ψ	1		Psc		A	5131	310	6456	nec
bayer	ψ	1		Psc		B	5132	311	6457	nec
bayer	ψ	2		Psc			5310	328	6695	nec
bayer	ψ	3		Psc			5454	339	6903	nec
bayer	ω			Psc			118268	9072	224617	nec
bayer	A			Pup			34495	2702	54893	nec
bayer	C			Pup			34081		53704	iv27a
bayer	D			Pup			34339	2691	54475	nec
bayer	E			Pup			34802	2727	55719	nec
bayer	F			Pup			35393	2791	57240	nec
bayer	G			Pup			30591	2348	45572	nec
bayer	G			Pup		A	30591	2348	45572	nec
bayer	H			Pup			34059	2672	53811	nec
bayer	I			Pup			34834		55892	iv27a
bayer	J			Pup			38518		64760	iv27a
bayer	L	1		Pup			34899		56022	iv27a
bayer	L	2		Pup			34922	2748	56096	nec
bayer	M			Pup			35347	2789	57197	nec
bayer	N			Pup			38872	3116	65551	nec
bayer	O			Pup			38917	3121	65685	nec
bayer	P			Pup			38164		63922	iv27a
bayer	Q			Pup			38089	3046	63744	nec
bayer	a			Pup			38414		64440	iv27a
bayer	b			Pup			38455		64503	iv27a
bayer	c			Pup			37819	3017	63032	nec
bayer	d	1		Pup			37297		61831	iv27a
bayer	d	2		Pup			37322		61878	iv27a
bayer	d	3		Pup			37329		61899	iv27a
bayer	d	4		Pup			37345		61925	iv27a
bayer	e			Pup			37223		61641	iv27a
bayer	f			Pup		C	37096	2937	61330	nec
bayer	h	1		Pup			40091		68553	iv27a
bayer	h	2		Pup			40326		69142	iv27a
bayer	j			Pup			38835		65228	iv27a
bayer	k	1		Pup			37229	2948	61555	nec
bayer	k	2		Pup			37229	2949	61556	nec
bayer	l			Pup			37677		62623	iv27a
bayer	m			Pup			37173		61429	iv27a
bayer	n			Pup		A	36817	2909	60584	nec
bayer	n			Pup		B	36817	2910	60585	nec
bayer	p			Pup			36917		60863	iv27a
bayer	q			Pup			40706		70060	iv27a
bayer	r			Pup			40274		68980	iv27a
bayer	t			Pup			33558		52092	iv27a
bayer	v	1		Pup			35363		57150	iv27a
bayer	v	2		Pup			35406		57219	iv27a
bayer	w			Pup			40945		70555	iv27a
bayer	x			Pup			32537		49591	iv27a
bayer	y			Pup			36363		59635	iv27a
bayer	y	2		Pup			37043		61391	iv27a
bayer	y	3		Pup			37174		61715	iv27a
bayer	z			Pup			36778		60606	iv27a
bayer	ζ			Pup			39429	3165	66811	nec
bayer	ν			Pup			31685	2451	47670	nec
bayer	ξ			Pup			38170	3045	63700	nec
bayer	ο			Pup			38070	3034	63462	nec
bayer	π			Pup			35264	2773	56855	nec
bayer	π			Pup		B	35264	2773	56855	nec
bayer	ρ			Pup			39757	3185	67523	nec
bayer	σ			Pup			36377	2878	59717	nec
bayer	τ			Pup			32768	2553	50310	nec
bayer	χ			Pup			38901	3113	65456	nec
bayer	α			Pyx			42828	3468	74575	nec
bayer	β			Pyx			42515	3438	74006	nec
bayer	γ			Pyx			43409	3518	75691	nec
bayer	δ			Pyx			43825	3556	76483	nec
bayer	ε			Pyx			45001	3644	78922	nec
bayer	ζ			Pyx			42483	3433	73898	nec
bayer	η			Pyx			42334	3420	73495	nec
bayer	θ			Pyx			45902	3718	80874	nec
bayer	κ			Pyx			44824	3628	78541	nec
bayer	λ			Pyx			46026	3733	81169	nec
bayer	α			Ret			19780	1336	27256	nec
bayer	β			Ret			17440	1175	23817	nec
bayer	γ			Ret			18744	1264	25705	nec
bayer	δ			Ret			18597	1247	25422	nec
bayer	ε			Ret			19921	1355	27442	nec
bayer	ζ	1		Ret			15330	1006	20766	nec
bayer	ζ	2		Ret			15371	1010	20807	nec
bayer	η			Ret			20384	1395	28093	nec
bayer	θ			Ret		A	20020	1372	27657	nec
bayer	ι			Ret			18772	1266	25728	nec
bayer	κ			Ret			16245	1083	22001	nec
bayer	α			Scl			4577	280	5737	nec
bayer	β			Scl			116231	8937	221507	nec
bayer	γ			Scl			115102	8863	219784	nec
bayer	δ			Scl			117452	9016	223352	nec
bayer	ε			Scl			8209	514	10830	nec
bayer	ε			Scl		A	8209	514	10830	nec
bayer	ζ			Scl			183	9091	224990	nec
bayer	η			Scl			2210	105	2429	nec
bayer	θ			Scl			950	35	739	nec
bayer	ι			Scl			1708	84	1737	nec
bayer	κ	1		Scl		A	761	24	493	nec
bayer	κ	1		Scl		B	761	24	493	nec
bayer	κ	2		Scl			930	34	720	nec
bayer	λ	1		Scl			3356		4065	iv27a
bayer	λ	2		Scl			3456	195	4211	nec
bayer	μ			Scl			116820	8975	222433	nec
bayer	ξ			Scl			4770	288	6055	nec
bayer	π			Scl			7955	497	10537	nec
bayer	σ			Scl			4852	293	6178	nec
bayer	τ			Scl		A	7463	462	9906	nec
bayer	A			Sco			77840		142114	iv27a
bayer	G			Sco			87261		161892	iv27a
bayer	H			Sco			81304	6166	149447	nec
bayer	N			Sco			80911	6143	148703	nec
bayer	Q			Sco			86170	6546	159433	nec
bayer	b			Sco			77635		141637	iv27a
bayer	c	1		Sco			79399		145483	iv27a
bayer	c	2		Sco			79404		145482	iv27a
bayer	d			Sco			79881		146624	iv27a
bayer	i			Sco			80815		148605	iv27a
bayer	k			Sco			83574		154090	iv27a
bayer	α			Sco			80763	6134	148478	nec
bayer	α			Sco		B			148479	nec
bayer	β			Sco			78820	5984	144217	nec
bayer	β	1		Sco			78820	5984	144217	nec
bayer	β	2		Sco			78821	5985	144218	nec
bayer	δ			Sco			78401	5953	143275	nec
bayer	ε			Sco			82396	6241	151680	nec
bayer	ζ	1		Sco			82671	6262	152236	nec
bayer	ζ	2		Sco			82729	6271	152334	nec
bayer	η			Sco			84143	6380	155203	nec
bayer	θ			Sco			86228	6553	159532	nec
bayer	θ			Sco		B			159532	nec
bayer	ι	1		Sco			87073	6615	161471	nec
bayer	ι	2		Sco			87294	6631	161912	nec
bayer	κ			Sco			86670	6580	160578	nec
bayer	λ			Sco			85927	6527	158926	nec
bayer	μ	1		Sco			82514	6247	151890	nec
bayer	μ	2		Sco			82545	6252	151985	nec
bayer	ν			Sco					145501	iv27a
bayer	ν			Sco			79374	6027	145502	nec
bayer	ν			Sco		A	79374	6027	145502	nec
bayer	ξ			Sco		A	78727	5978	144070	nec
bayer	ξ			Sco		B	78727			nec
bayer	ξ			Sco		B	78727	5977	144069	nec
bayer	ο			Sco			80079	6081	147084	nec
bayer	π			Sco			78265	5944	143018	nec
bayer	ρ			Sco			78104	5928	142669	nec
bayer	σ			Sco			80112	6084	147165	nec
bayer	τ			Sco			81266	6165	149438	nec
bayer	υ			Sco			85696	6508	158408	nec
bayer	χ			Sco			79540	6048	145897	nec
bayer	ψ			Sco			79375	6031	145570	nec
