key	old	new	resolves
gaia:4130337492996407808	HIP 81754	40 G. Oph	yes
gaia:4132958625636676864	HIP 82861	60 G. Oph	yes
gaia:4135383014436870528	NSV 21383	115 G. Oph	yes
gaia:4135514302988283904	HIP 83854	85 G. Oph	yes
gaia:4136551726563919872	HIP 84402	105 G. Oph	yes
gaia:4136773308218165248	HIP 85405	4 G. Ser Cau	yes
gaia:413959878691371136	HIP 6562 Aa		no
gaia:4140049616641044608	HIP 83090	64 G. Oph	yes
gaia:4144041389304359424	HIP 88816	32 G. Sgr	yes
gaia:4145362250759997952	HIP 87813 B	16 G. Ser Cau B	no
gaia:4145362250760008832	NSV 24046	16 G. Ser Cau	yes
gaia:4146599166888812032	HD 168075	NSV 24377 Ha	yes
gaia:4147330582642537344	HIP 88981	24 G. Ser Cau	yes
gaia:4149117770115782016	HIP 87074	13 G. Ser Cau	yes
gaia:4149484732124680832	HIP 86769	12 G. Ser Cau	yes
gaia:415001631592456192	HIP 3926 B	NSV 00315 B	no
gaia:4151632078301105152	HIP 87708 B	NSV 24036 B	no
gaia:4157520203600807936	NSV 24362	29 G. Ser Cau	yes
gaia:4158888511447492736	HIP 88670	19 G. Ser Cau	yes
gaia:4163243917517653120	HIP 86313	10 G. Ser Cau	yes
gaia:4163303119341611008	NSV 22751	6 G. Ser Cau	yes
gaia:4163761203379492736	NSV 24020	14 G. Ser Cau	yes
gaia:4166958033425936896	HIP 84883	2 G. Ser Cau	yes
gaia:4167759955359819520	HIP 85474	144 G. Oph	yes
gaia:4168881422863453568	HIP 86768	167 G. Oph	yes
gaia:4170156100434293120	HIP 85922	153 G. Oph	yes
gaia:4170583776094715520	τ Oph	τ Oph B	yes
gaia:4170583776109015808	Tau Oph B	τ Oph B	yes
gaia:4171536124976091648	HIP 87533 B	NSV 09806 B	no
gaia:4173946529333731328	HIP 88684	20 G. Ser Cau	yes
gaia:4174463196718011904	HIP 89512	27 G. Ser Cau	yes
gaia:4175587035044856320	HIP 88101	187 G. Oph	yes
gaia:4177374600431607552	HIP 87847	183 G. Oph	yes
gaia:4181661561906716800	55 Sgr	e² Sgr	yes
gaia:4181678569973511040	54 Sgr	e¹ Sgr	yes
gaia:4182644250423922048	HIP 97423	232 G. Sgr	yes
gaia:4182958848189670016	HIP 96536	212 G. Sgr	yes
gaia:4184270015813520512	HIP 94929	163 G. Sgr	yes
gaia:4184457242024865536	HIP 95557	187 G. Sgr	yes
gaia:4184884505372233472	HIP 95485	184 G. Sgr	yes
gaia:4186792020603510144	HIP 96365	206 G. Sgr	yes
gaia:4189637243154993792	NSV 24893	234 G. Sgr	yes
gaia:4190398831061793792	HIP 97499	80 G. Aql	yes
gaia:4194557287114812032	HIP 96917	71 G. Aql	yes
gaia:4194584843623535104	HIP 97065 B	V1461 Aql B	no
gaia:4198049920171913600	NSV 11815	153 G. Sgr	yes
gaia:4201781696994082944	HIP 95071 B	NSV 11920 B	no
gaia:4207051346979309568	HIP 96356	60 G. Aql	yes
gaia:4207805543242174592	HIP 95281	43 G. Aql	yes
gaia:4211336453026352512	26 Aql	f Aql	yes
gaia:4213654429705675520	36 Aql	e Aql	yes
gaia:4214817884811752320	HIP 96007 B	V822 Aql B	no
gaia:4219855434756434816	HIP 100758	137 G. Aql	yes
gaia:4221706943624572160	HIP 99024	110 G. Aql	yes
gaia:4224018185779566208	HIP 100232	131 G. Aql	yes
gaia:4224259562941398400	V1703 Aql	Phoenicia	yes
gaia:4225121614416056576	NSV 25331	7 G. Aqr	yes
gaia:4225304923620632192	HIP 101921	2 G. Aqr	yes
gaia:4226273112328064000	HD 197042 B	NSV 25233 B	no
gaia:4226301630912281600	71 Aql	l Aql	yes
gaia:422992396768208768	HD 236327	NSV 15041 B	yes
gaia:4230917415084759168	NSV 25140	136 G. Aql	yes
gaia:4231133434759619200	HIP 101746	145 G. Aql	yes
gaia:4232378391161390976	HIP 101339	142 G. Aql	yes
gaia:4234608643120600832	HIP 97244	77 G. Aql	yes
gaia:4234693000585922304	HIP 97687	85 G. Aql	yes
gaia:4237709476374217856	HIP 98385	101 G. Aql	yes
gaia:4246237185473865216	HIP 100541	132 G. Aql	yes
gaia:4254220979971917056	12 Aql	i Aql	yes
gaia:4259305018664587648	HIP 91394	60 G. Ser Cau	yes
gaia:4260087321142851712	5 Aql A	5 Aql	no
gaia:4260690192802784384	15 Aql	h Aql	yes
gaia:4260763452095797504	14 Aql	g Aql	yes
gaia:4262926260180886656	27 Aql	d Aql	yes
gaia:4263517110245583360	HIP 95222	42 G. Aql	yes
gaia:4264070370769245952	HIP 94149	25 G. Aql	yes
gaia:4264892839826300416	HIP 94833	34 G. Aql	yes
gaia:4264967400467007232	HIP 92963	6 G. Aql	yes
gaia:4266584541504540928	HIP 92386	4 G. Aql	yes
gaia:4268073967501733760	HIP 94331 G	NSV 11799 G	no
gaia:4268167799596060160	HIP 94331 C	NSV 11799 C	no
gaia:4268336853797666304	NSV 24669	13 G. Aql	yes
gaia:426854500079240192	HIP 3513 C	V756 Cas C	no
gaia:426854504386246272	HIP 3513 D	V756 Cas D	no
gaia:4269638160168575488	HIP 90174	36 G. Ser Cau	yes
gaia:4270433862989683328	60 Ser	c Ser	yes
gaia:4270573397890617856	HIP 89587	28 G. Ser Cau	yes
gaia:4271248601115594880	HIP 90253	37 G. Ser Cau	yes
gaia:4272520186301478784	NSV 11122	e Ser	yes
gaia:4273231054929181824	59 Ser	d Ser	yes
gaia:4275150561721622272	HIP 88671	21 G. Ser Cau	yes
gaia:4277657551314092544	HIP 89347	205 G. Oph	yes
gaia:4280672412186891904	HIP 92968	73 G. Ser Cau	yes
gaia:4281199318773462016	Alya B	θ² Ser	yes
gaia:4282079404820594176	HIP 92254	67 G. Ser Cau	yes
gaia:4282626038191613440	HIP 93138	7 G. Aql	yes
gaia:4283938992538977280	HIP 91499	63 G. Ser Cau	yes
gaia:4285283042432285696	HIP 92027	66 G. Ser Cau	yes
gaia:4287446194103685376	HIP 95812	52 G. Aql	yes
gaia:4287948945800741120	35 Aql	c Aql	yes
gaia:4288446406092128640	NSV 24818	61 G. Aql	yes
gaia:4289194245807948160	HIP 95732	49 G. Aql	yes
gaia:4289988746025821824	HIP 96630	67 G. Aql	yes
gaia:4293315765165489536	HIP 94761 B	V1428 Aql B	no
gaia:4299079503851286528	HIP 98526	103 G. Aql	yes
gaia:4299779450384996480	HD 191515 B	V346 Aql B	no
gaia:4301199641461887744	HIP 97144	75 G. Aql	yes
gaia:4301691707274199424	HIP 97697	88 G. Aql	yes
gaia:4303294035005560704	Omi Aql C	ο Aql C	yes
gaia:4303300258419830912	HIP 97787 B	V1466 Aql B	no
gaia:4307504546056384896	HIP 93488	12 G. Aql	yes
gaia:4308631412360266368	HIP 94916	37 G. Aql	yes
gaia:4308654978827295360	HIP 95253	44 G. Aql	yes
gaia:431086765156056960	HIP 2232 C	V1036 Cas C	no
gaia:431086795221655424	HIP 2232 B	V1036 Cas B	no
gaia:4311559274405383424	HD 174715 D	HD 174734 D	no
gaia:4315804351350378496	31 Aql	b Aql	yes
gaia:4318967989873075200	28 Aql	A Aql	yes
gaia:4325706656113783680	HIP 80793	22 G. Oph	yes
gaia:4326335782924731904	HIP 82259	46 G. Oph	yes
gaia:4333579915282737664	HIP 82979	63 G. Oph	yes
gaia:4335291236411850752	NSV 21019	88 G. Oph	yes
gaia:4338289879498164608	HIP 81580	33 G. Oph	yes
gaia:4338952124799381120	NSV 07877	31 G. Oph	yes
gaia:4339078950889457152	HIP 81663	38 G. Oph	yes
gaia:4339417394313320192	HIP 82817 F	V1054 Oph F	no
gaia:4339465360510320128	HIP 82809	V1054 Oph C	yes
gaia:4343066192373234048	Xi Sco B	ξ Sco B	yes
gaia:4343066192373820800	ξ Sco	ξ Sco B	yes
gaia:4343066192373826176	Xi Sco C	ξ Sco C	yes
gaia:4344884406644973952	HIP 79588 C	HIP 79592	no
gaia:4348655456647025920	Ups Oph B	υ Oph B	yes
gaia:4350236038971718016	HIP 78870	3 G. Oph	yes
gaia:4350816684193728000	Ups Oph A	υ Oph	no
gaia:4351018375858237952	HIP 80840	23 G. Oph	yes
gaia:4351510544749107200	NSV 20720	30 G. Oph	yes
gaia:4351747145908107648	V2105 Oph	17 G. Oph	yes
gaia:4356563556595153664	HIP 79463	5 G. Oph	yes
gaia:4356960755169210880	HIP 79781	8 G. Oph	yes
gaia:4358758216162768000	HIP 80227	10 G. Oph	yes
gaia:4361337979679095168	HIP 84524	109 G. Oph	yes
gaia:4361365433110271232	HIP 84801	122 G. Oph	yes
gaia:4365099851340249600	NSV 20990	87 G. Oph	yes
gaia:4367026096925086464	HIP 85042 C	131 G. Oph C	no
gaia:4367026096927711104	HIP 85042 B	131 G. Oph B	no
gaia:4367026303085396352	HIP 85042	131 G. Oph	yes
gaia:4369449557996050560	NSV 09461	162 G. Oph	yes
gaia:4370941487897576320	HIP 87428	176 G. Oph	yes
gaia:4372639309947834624	NSV 09800	179 G. Oph	yes
gaia:4372963253560466944	HIP 87224	174 G. Oph	yes
gaia:4373106018271326848	HIP 85307	138 G. Oph	yes
gaia:4373966832796402048	HIP 85537	146 G. Oph	yes
gaia:4375738420908692992	HIP 86391	159 G. Oph	yes
gaia:4376054289983293696	61 Oph A	61 Oph	yes
gaia:4376114556963824384	V2742 Oph	159 G. Oph B	yes
gaia:4376816938736581504	HIP 85749	152 G. Oph	yes
gaia:4376824944556083584	HIP 85812 B	V2373 Oph B	no
gaia:4378780975739667968	HIP 82405	51 G. Oph	yes
gaia:4379894059463650688	HIP 83738	84 G. Oph	yes
gaia:4380019816106413952	NSV 20908	82 G. Oph	yes
gaia:4382431629221050112	HIP 81687	41 G. Oph	yes
gaia:4384113950731208064	HIP 81691	42 G. Oph	yes
gaia:438829835272390784	The Per B	θ Per B	yes
gaia:4393265392168829056	Onkaria	GJ 1214	yes
gaia:4395236472918967680	NSV 21108	97 G. Oph	yes
gaia:4402884744523453312	36 Ser	b Ser	yes
gaia:4404012912170359424	25 Ser	A² Ser	yes
gaia:4404771472112825088	NSV 20531	43 G. Ser Cap	yes
gaia:4405625380337801472	HIP 79522	45 G. Ser Cap	yes
gaia:4407056429077527296	HIP 79730 B	HIP 79729	no
gaia:4413182426830873984	HIP 79120	41 G. Ser Cap	yes
gaia:4414849698772235136	HIP 75101	10 G. Ser Cap	yes
gaia:4416110082695653376	11 Ser	A¹ Ser	yes
gaia:4418659162965297408	HIP 74901	6 G. Ser Cap	yes
gaia:4422654307184828416	HIP 77186	23 G. Ser Cap	yes
gaia:4422809711989181824	HIP 77408 B	V382 Ser B	no
gaia:4423865487962417152	Psi Ser B	ψ Ser B	yes
gaia:4425847835083264	EL Cet	g Tau	yes
gaia:4429351054552356608	HIP 77163	22 G. Ser Cap	yes
gaia:4431639310048958208	HIP 80693	21 G. Oph	yes
gaia:4432890137667450624	HIP 80558	16 G. Oph	yes
gaia:4432944567790870400	NSV 20644	19 G. Oph	yes
gaia:4434301841878055296	37 Her B	36 Her	yes
gaia:4434301983614947072	37 Her A	37 Her	yes
gaia:4434820128469285248	45 Her	l Her	yes
gaia:4435387029790139264	HIP 81404	11 G. Her	yes
gaia:4435689739087756800	41 Her A	41 Her	yes
gaia:443789457348785152	HIP 17877 B	NSV 01333 B	no
gaia:4438094371018143744	HIP 79581	2 G. Her	yes
gaia:4438443431600389888	28 Her	n Her	yes
gaia:4439556480967874432	21 Her	o Her	yes
gaia:4441876484858316928	47 Her	k Her	yes
gaia:4443139647623186304	HIP 83342	72 G. Oph	yes
gaia:4443755893828031872	NSV 20927	83 G. Oph	yes
gaia:4444166080384870656	HD 153476	NSV 08090 C	yes
gaia:4445259407258903168	43 Her	i Her	yes
gaia:4450372376847499904	HIP 79702 B	NSV 20566 B	no
gaia:4451539096123574400	HIP 78840	38 G. Ser Cap	yes
gaia:4456634920201323648	HIP 78864 B	NQ Ser B	no
gaia:4459409469075689216	29 Her	h Her	yes
gaia:4468557611977674496	70 Oph B	p Oph B	yes
gaia:4469952548646272384	HIP 89065	202 G. Oph	yes
gaia:4472514960483512192	HIP 87150	173 G. Oph	yes
gaia:4473968166959087104	HIP 87558	180 G. Oph	yes
gaia:4474747621924408320	NSV 24053	185 G. Oph	yes
gaia:4474760644265753984	NSV 24074	192 G. Oph	yes
gaia:4477148783533394816	HIP 90497	44 G. Ser Cau	yes
gaia:4477931395289970304	NSV 24394	208 G. Oph	yes
gaia:4485843584034274688	HIP 86575	164 G. Oph	yes
gaia:4490117076492339712	HIP 85333	142 G. Oph	yes
gaia:4490505410254717056	HIP 85139	134 G. Oph	yes
gaia:4490827635882165248	53 Oph B	f Oph B	yes
gaia:4490874571284776832	53 Oph	f Oph	yes
gaia:4495295810624034432	HIP 88627 B	NSV 24265 B	no
gaia:4511848202267498624	HIP 91159 B	NSV 11085 B	no
gaia:4513495442518338688	HIP 94371	V338 Sge Ca	yes
gaia:4513495786115703040	HIP 94377 B	V338 Sge B	no
gaia:45142202225729024	HIP 19261 B	NSV 01466 B	no
gaia:4515724255648820992	HIP 95116 B	NSV 24753 B	no
gaia:4516557925985373568	HIP 94959 C	HIP 94959 BC	no
gaia:4521414709351870720	HIP 93678	NSV 24679 B	yes
gaia:4528147293916651776	Ramus	102 Her	yes
gaia:4529285391533766400	Tusizuo	109 Her	yes
gaia:4531259083620692352	HIP 92321 B	NSV 24606 B	no
gaia:4539829158279285504	NSV 21440	e Oph	yes
gaia:4547133798137079552	HIP 85302 B	V640 Her B	no
gaia:4558354894120236288	HIP 83260 B	NSV 20883 B	no
gaia:4558354894121798528	HIP 83260 C	NSV 20883 C	no
gaia:4561590692417728640	HIP 83493 B	NSV 08158 B	no
gaia:456370069393151360	4 Per	g Per	yes
gaia:457326850673146112	HIP 11696 B	HIP 11692	no
gaia:457377496924425088	HIP 11888 B	V556 Per B	no
gaia:4574048021719712640	HIP 84794 B	V647 Her B	no
gaia:457487413730043904	9 Per	i Per	yes
gaia:4576147844112599424	Bodu	95 Her	yes
gaia:4576326312901650560	HIP 88637 C	V885 Her	no
gaia:4579990675911466624	100 Her	100 Her Aa	yes
gaia:458075652452720000	HIP 11769 D	V425 Per D	no
gaia:458075652452901760	HIP 11769 E	V425 Per E	no
gaia:458574349694431488	7 Per	χ Per	yes
gaia:4586704156472497920	107 Her	t Her	yes
gaia:4590758227637479040	99 Her B	b Her B	yes
gaia:4590758227641991424	99 Her	b Her	yes
gaia:4591092238654107904	104 Her	A Her	yes
gaia:4594497834189213184	Mu Her B	μ Her B	yes
gaia:4594497838483177984	Mu Her C	μ Her C	yes
gaia:4595441868000475520	HIP 86221 C	NSV 23058 C	no
gaia:460022372142253696	HIP 14382	k Per	yes
gaia:4622931273600787328	HIP 21087 C	NSV 16112 C	no
gaia:4622931346615038848	HIP 21087 B	NSV 16112 B	no
gaia:4625495029774048000	HIP 17319 B	HIP 17321	no
gaia:4633155327286124800	τ¹ Hyi	τ¹ Hyi A	no
gaia:465143278831063808	HIP 12178 B	V791 Cas B	no
gaia:465528726379401344	HIP 11832 B	NSV 15537 B	no
gaia:465528795098872448	HIP 11832 F	NSV 15537 F	no
gaia:4660766641264343552	HIP 25647 B	AB Dor B	no
gaia:4674060870691341184	Kap Ret B	κ Ret B	yes
gaia:4676067719930656640	θ Ret	θ Ret A	yes
gaia:4691995692046507520	Lam-1 Tuc A	λ¹ Tuc	no
gaia:4691996001284763136	Lam-1 Tuc B	λ¹ Tuc B	no
gaia:4692263904164105856	Kap Tuc B	κ Tuc B	yes
gaia:4692276170590701952	Kap Tuc D	κ Tuc D	yes
gaia:4718745813517720704	HIP 8035 C	CF Hyi C	no
gaia:4722111590409480064	Zet-2 Ret B	ζ¹ Ret	no
gaia:4722135642226902656	Zet-2 Ret A	ζ² Ret	no
gaia:4725233447517525504	HIP 12973 C	NSV 15582 C	no
gaia:4738265340365424640	HIP 11469 B	NSV 15524 B	no
gaia:4738265546525238656	HIP 11469 C	NSV 15524 C	no
gaia:4741722617241539456	HIP 12326 B	NSV 15557 B	no
gaia:4742097275828451584	HIP 12361	NSV 15557 C	yes
gaia:4743518532046419072	Phi Eri C	12 G. Eri	yes
gaia:4746011090546864640	HIP 11102	15 G. Eri	yes
gaia:4753362803247160832	HIP 12611	20 G. Eri	yes
gaia:4753710592518758784	HIP 14187	58 G. Eri	yes
gaia:4759020404752115968	HIP 27134 B	XZ Pic B	no
gaia:476269752387749888	HIP 19272 D	NSV 01458 D	no
gaia:476269889826690432	HIP 19272 L	NSV 01458 L	no
gaia:476269889826691968	HIP 19272 M	NSV 01458 M	no
gaia:476270130344879744	HIP 19272 G	NSV 01458 G	no
gaia:476270130344880000	HIP 19272 H	NSV 01458 H	no
gaia:476270199064353792	HIP 19272 I	NSV 01458 I	no
gaia:476270504005048320	HIP 19272 B	NSV 01458 B	no
gaia:476270572722399616	HIP 19272 F	NSV 01458 F	no
gaia:476270577021467264	HIP 19272 Q	NSV 01458 Q	no
gaia:4764556617980377856	HIP 23437 B	NSV 16234 B	no
gaia:4764556724969863296	HIP 23437 C	NSV 16234 C	no
gaia:4771835595026248832	The Pic C	θ Pic C	yes
gaia:4771835629385988992	The Pic AB	θ Pic	no
gaia:4777112872882315264	Iot Pic B	ι Pic B	yes
gaia:4777112872882315648	Iot Pic A	ι Pic A	yes
gaia:4777119126354782592	HIP 22562	ι Pic C	yes
gaia:4795596831576255488	HIP 26369	UY Pic B	yes
gaia:480584648326595328	HIP 26989 C	NSV 02563 C	no
gaia:4815140440307522432	HIP 22286 A		no
gaia:4815140444602248320	HIP 22286 C		no
gaia:4815140444602248448	HIP 22286 B		no
gaia:4815173945347069056	HIP 22488	ν Cae	yes
gaia:4815660547961305984	Alp Cae Bb	α Cae Bb	yes
gaia:4816083241462729600	HIP 21998	λ Cae	yes
gaia:4842275837523665664	HIP 18714 B	NSV 15868 B	no
gaia:4843381538200043904	NSV 01414	153 G. Eri	yes
gaia:4849306462764457344	HIP 16285	99 G. Eri	yes
gaia:4849521486007360768	NSV 01179	100 G. Eri	yes
gaia:4849599482613358976	HIP 16015	89 G. Eri	yes
gaia:4850012314870132096	HIP 16870	y Eri	yes
gaia:4850405974392311296	HIP 14913 C	71 G. Eri C	no
gaia:4856719713756946176	HIP 17797 B	f Eri B	no
gaia:4856903813234975616	HIP 17351 B	h Eri B	no
gaia:4856903813234975744	HIP 17351	h Eri	yes
gaia:4858358982514762368	NSV 15809	g Eri	yes
gaia:4858547926715679104	HIP 17734	133 G. Eri	yes
gaia:4859106719140684800	HIP 18213	i Eri	yes
gaia:4864194125082853504	HIP 20735 B	NSV 16004 B	no
gaia:4867641437633550720	HIP 21042	233 G. Eri	yes
gaia:4869299020131460480	HIP 20467	218 G. Eri	yes
gaia:4869485073819156608	HIP 20613 C	NSV 15987 C	no
gaia:4869485078115169792	HIP 20613 B	NSV 15987 B	no
gaia:4869919144689429120	HIP 19509	188 G. Eri	yes
gaia:4878579825983429248	HIP 21486	253 G. Eri	yes
gaia:4887069052181688192	HIP 18723	163 G. Eri	yes
gaia:4889935410276933504	HIP 19095	174 G. Eri	yes
gaia:4891725758804028672	HIP 21632 A	NSV 16136 A	no
gaia:4894491786462064256	HIP 21743	258 G. Eri	yes
gaia:4894789754113817856	HIP 21324	246 G. Eri	yes
gaia:4895666099240081536	HIP 20347 D	NSV 01574 D	no
gaia:4896293027025282816	NSV 01588	216 G. Eri	yes
gaia:4897544649215563008	HIP 20106	205 G. Eri	yes
gaia:4900916679578514048	Bet-3 Tuc E	β³ Tuc	no
gaia:4900927434176620160	Bet-1 Tuc A	β¹ Tuc	no
gaia:4901229043960053248	HIP 1481	β¹ Tuc G	yes
gaia:4901802507993393664	Bet-3 Tuc F	β¹ Tuc F	no
gaia:4911275281704066048	HIP 7699	φ Eri D	yes
gaia:4911306239828325632	p Eridani	p Eri A	yes
gaia:4911306239828325760	p Eridani	p Eri B	yes
gaia:4912580642524184960	HIP 7978	q¹ Eri	yes
gaia:4912947570170211840	HIP 8241	q² Eri	yes
gaia:49295199378608000	Ome-2 Tau B	ω² Tau B	no
gaia:493650660400100736	HIP 17750 C	HIP 17749 C	no
gaia:4936685751336237056	Phi Eri A	φ Eri	yes
gaia:4937183864463433216	HIP 9085	10 G. Eri	yes
gaia:4940622209122354560	HIP 9022	9 G. Eri	yes
gaia:4943931979637939968	HIP 9642 B	NSV 00716 B	no
gaia:4946915263923114368	HIP 12413	s Eri	yes
gaia:4948885004644963968	HIP 12708 B	21 G. Eri B	no
gaia:4948885004644964096	HIP 12708	21 G. Eri	yes
gaia:4949158198924393600	HIP 13271 B	31 G. Eri B	no
gaia:4949158198924394496	HIP 13271	31 G. Eri	yes
gaia:495235125373502720	Gam Cam C	γ Cam C	yes
gaia:4968258979345754624	HIP 10191 B	YZ For B	no
gaia:4968258983641773952	HIP 10191 C	YZ For C	no
gaia:5022972468944971648	HIP 7372 C	BB Scl C	no
gaia:5037943144391354368	Eps Scl B	ε Scl B	yes
gaia:5038949163171224960	HIP 7363	168 G. Cet	yes
gaia:5043061130500922368	HIP 6789	148 G. Cet	yes
gaia:5048963240199294848	HIP 13080 B	BF For B	no
gaia:506082219905682176	HIP 7963 B	NSV 15363 B	no
gaia:5068073405123762944	HIP 10765 B	AV For B	no
gaia:507378612830913792	HIP 10855	NSV 15482 B	yes
gaia:5075117426368744320	HIP 14757	65 G. Eri	yes
gaia:5076493465169359744	Gam-1 For B	γ¹ For B	no
gaia:5077769856435476864	HIP 13008 B	27 G. Eri B	no
gaia:5077769998170352768	HIP 13008	27 G. Eri	yes
gaia:5079059656590819584	HIP 13479	35 G. Eri	yes
gaia:5087391824425538560	HIP 18068 B	NSV 15824 B	no
gaia:5088686391991213568	NSV 15793	132 G. Eri	yes
gaia:5091106043423449216	HIP 19111	173 G. Eri	yes
gaia:5091170261774464000	HIP 19037	171 G. Eri	yes
gaia:5091547462982353536	HIP 20264	212 G. Eri	yes
gaia:5092072926459785216	HIP 20892	227 G. Eri	yes
gaia:5094177735314286976	NSV 15882	166 G. Eri	yes
gaia:5095173411813002624	HIP 18029 B	HIP 18029 BC	no
gaia:5095569476517615360	HIP 18173	147 G. Eri	yes
gaia:5096514747278874240	HIP 19601	189 G. Eri	yes
gaia:5097219980909124864	HIP 18990	168 G. Eri	yes
gaia:5098203597139547136	HIP 15643	83 G. Eri	yes
gaia:509863195576354816	HIP 7232 B	NSV 00542 B	no
gaia:509863199881962368	HIP 7232 C	NSV 00542 C	no
gaia:5099455184967336832	Tau-4 Eri B	τ⁴ Eri B	no
gaia:5112189694281568768	HIP 17136	114 G. Eri	yes
gaia:5115228538262244992	HIP 17214	117 G. Eri	yes
gaia:5116018880964324096	HIP 17395	122 G. Eri	yes
gaia:5124830916905105536	HIP 10326	226 G. Cet	yes
gaia:5125921632440161408	HIP 12964	26 G. Eri	yes
gaia:5126320926959261056	HIP 11671	258 G. Cet	yes
gaia:5130081531604602752	HIP 11381	250 G. Cet	yes
gaia:5130226735858360576	HIP 11907	263 G. Cet	yes
gaia:5131602431063039744	HIP 11108	240 G. Cet	yes
gaia:5134682575449622656	HIP 9258 B	AA Cet B	no
gaia:5137320269484839936	HIP 9862	209 G. Cet	yes
gaia:5138890990564483584	HIP 7679	172 G. Cet	yes
gaia:5142880392411708416	HIP 8688	187 G. Cet	yes
gaia:5143716403501144192	HIP 11033	239 G. Cet	yes
gaia:5144262654621921536	NSV 00732	213 G. Cet	yes
gaia:5145812549405124736	HIP 11348 B	AB Cet B	no
gaia:5145955421492456960	Sig Cet A	σ Cet	no
gaia:5145956864601439488	Sig Cet B	σ Cet B	yes
gaia:5148062498087925248	HIP 9572	202 G. Cet	yes
gaia:5154489963890347392	HIP 14814	67 G. Eri	yes
gaia:5156386866262230016	HIP 14797	66 G. Eri	yes
gaia:5158072039630467072	HIP 12562	290 G. Cet	yes
gaia:5161731764084059008	HIP 16263	94 G. Eri	yes
gaia:5162217920022171136	HIP 16142	91 G. Eri	yes
gaia:5163536127088403584	HIP 16780	106 G. Eri	yes
gaia:5163917352681876736	HIP 16677	104 G. Eri	yes
gaia:5163967139942513408	HIP 17057	113 G. Eri	yes
gaia:5167055255787669888	HIP 14110	53 G. Eri	yes
gaia:5168359139139252352	HIP 15776	86 G. Eri	yes
gaia:5168901782487608704	NSV 15706	93 G. Eri	yes
gaia:5173126346679474432	HIP 13883	45 G. Eri	yes
gaia:5173295327872720768	HIP 13421	33 G. Eri	yes
gaia:5173902189571919872	HIP 12444	286 G. Cet	yes
gaia:5175014311223513984	HIP 11029	238 G. Cet	yes
gaia:517650349234855424	ι Cas	ι Cas A	yes
gaia:517650353531686144	Iot Cas B	ι Cas B	yes
gaia:5179707198649476224	HIP 14355	59 G. Eri	yes
gaia:5180879930879739392	HIP 14124	54 G. Eri	yes
gaia:5181583893199538048	NSV 01090	74 G. Eri	yes
gaia:5181749610217581440	NSV 15634	61 G. Eri	yes
gaia:5181972982876800256	NSV 15661	75 G. Eri	yes
gaia:5183213060194126080	NSV 15646	64 G. Eri	yes
gaia:5186208817062871168	HIP 13717	40 G. Eri	yes
gaia:5186421155950493952	HIP 13874	43 G. Eri	yes
gaia:5198928100718103424	δ¹ Cha	δ¹ Cha A	no
gaia:5201129116838717312	HIP 54365 B	DI Cha B	no
gaia:5205029672996886016	NSV 04856	I Car	yes
gaia:5209024611054646272	Eta Cha C	9 Cha	yes
gaia:5209038595468151168	Eta Cha A	η Cha	yes
gaia:5214590201474858624	HIP 36914	15 G. Vol	yes
gaia:5215081030337439616	HIP 39041	20 G. Vol	yes
gaia:5217948109989914624	HIP 46741	H Car	yes
gaia:5218900665015560064	HIP 44599	G Car	yes
gaia:5220131190324263680	HIP 41907	33 G. Vol	yes
gaia:5220449155343357312	NSV 18070	44 G. Vol	yes
gaia:522185735919412480	48 Cas	A Cas	yes
gaia:522186113873620224	48 Cas C	A Cas C	yes
gaia:5222191159719547776	V345 Car	E Car	yes
gaia:5223670449536556672	NSV 18118	45 G. Vol	yes
gaia:5224176190526809728	Eps Cha AB	ε Cha A	no
gaia:522575547147576192	HIP 5688 B	V761 Cas B	no
gaia:522864272041351296	Gl 51	NSV 15225 B	yes
gaia:5230050984233178112	HD 311619 A		no
gaia:5230380631566903808	HIP 51438	K Car	yes
gaia:5237611398000522880	HIP 55779	31 G. Cen	yes
gaia:5240904332257696896	HIP 54130 B	V530 Car B	no
gaia:5241038575754368896	HIP 54301	z Car	yes
gaia:5243364004165663872	HIP 47892 B	V488 Car B	no
gaia:5244908650496436224	HIP 50204 D	HIP 50217 D	no
gaia:5245074230075552128	HIP 50847	L Car	yes
gaia:5245345500221851264	HIP 50083	M Car	yes
gaia:5246308981650854144	HIP 50038 B	NSV 18361 B	no
gaia:5251098523021221376	NSV 04577	m Car	yes
gaia:5251822139120626432	HIP 51794 B	NSV 04903 B	no
gaia:5253347574087339776	V337 Car	q Car	yes
gaia:525362328096944000	HIP 6156 C	NSV 15274 C	no
gaia:525362809132485248	HIP 6156 B	NSV 15274 B	no
gaia:5253796346624992128	PP Car	p Car	yes
gaia:5254185333179488768	V520 Car	w Car	yes
gaia:5254541368828470784	NSV 04909	t¹ Car	yes
gaia:5255378028454342272	NSV 04869	s Car	yes
gaia:5264068568322756864	HIP 35946	11 G. Vol	yes
gaia:5264684329193948672	HIP 37720	18 G. Vol	yes
gaia:5266847068565574400	HIP 32332	4 G. Vol	yes
gaia:5268540247752835200	HIP 34270	7 G. Vol	yes
gaia:5269915839879464576	HIP 41451	30 G. Vol	yes
gaia:5271620216042820224	HIP 42850	40 G. Vol	yes
gaia:5272144584309859840	HIP 43414	43 G. Vol	yes
gaia:5272537590997530112	HIP 42895	41 G. Vol	yes
gaia:5275049837626917504	HIP 38210	19 G. Vol	yes
